,title
9232,India Targets Jeff Bezos Over Amazon and Washington Post - The New York Times
9233,5 Including Child Killed As Boiling Water Floods Russian Hotel - NDTV News
9234,Samsung appoints new president of Mobile Division - GSMArena.com news - GSMArena.com
9235,"Nirbhaya case: Delhi Police hid age proof documents of death row convict, claims lawyer - Moneycontrol.com"
9236,CDS General Rawat says difficult to predict war scenario with Pakistan - Times of India
9237,Samsung Galaxy Z's promo poster pops up - GSMArena.com news - GSMArena.com
9238,IMF slashes India's FY21 growth forecast by 120 bps to 5.8% - Livemint
9239,WhatsApp is only the second non-Google Android app to hit 5 billion installs - 9to5Google
9240,Max Q: SpaceX succeeds with a spectacular Crew Dragon test launch - TechCrunch
9241,Those rejected in elections are spreading lies and confusion: PM Modi - Times of India
9242,"Supposed OnePlus 8 Pro 120 Hz display settings, punch-hole leaked in hands-on photo - 9to5Google"
9243,5 home remedies to deal with the problem of low blood pressure - Times of India
9244,"Worker becoming president is speciality of BJP, says new party chief Nadda - Times of India"
9245,"Bigg Boss 13: Himanshi Khurana stands up for Asim Riaz; says ‘I won’t let anyone blame him, we share pure - Times of India"
9246,These Memes From Shubh Mangal Zyada Saavdhan Trailer Proves That the Film is Already a Hit - News18
9247,What made stocks reverse rally on Monday? - Economic Times
9248,"Arsenal vs Chelsea predicted XI: Let’s finally win one, shall we? - Pain In The Arsenal"
9249,"Key Vadra aide Thampi in custody, ED to unravel Cyprus transactions - Times of India"
9250,"Priyanka Chopra poses in blue saree, Nick Jonas says she looks ‘stunning’. See pic - Hindustan Times"
9251,"Bigg Boss contestant's father blames co-contestant for her suicide attempt, latter responds - Tamil News - IndiaGlitz.com"
9252,"Parties ""Discarded By People"" Spreading Lies: PM Amid Nationwide Protests - NDTV News"
9253,Samsung Republic Day Sale Offers Include Free Galaxy Smartphones on QLED TV Purchases and More - Gadgets 360
9254,Bigg Boss 13: Paras Chhabra's Girlfriend Akanksha Puri Shares Cryptic Post - News18
9255,Bomb squad neutralises live explosive in unclaimed bag at Mangaluru airport - Hindustan Times
9256,Akalis Won't Fight Delhi Polls Over Differences With BJP Over CAA - NDTV News
9257,"Tanhaji box office: Ajay Devgn’s film registers biggest second weekend in 12 months, breaks Kabir Singh’s... - Hindustan Times"
9258,Today only: The Samsung Galaxy S10+ is down to just $700 on Amazon ($300 off) - Android Police
9259,"Taking Stock | Sensex, Nifty fall 1% each; how to trade volatile market? - Moneycontrol.com"
9260,"Hope KL Rahul is persisted with at No. 5 slot, says Virender Sehwag - Times of India"
9261,IMF lowers India growth estimate to 4.8% for 2019; cuts global forecasts too - Times of India
9262,Sunil Gavaskar believes Rishabh Pant should keep wickets for India in limited-overs cricket - India Today
9263,"A Fireball Flew Over Kyoto, Japan – Now Scientists Know What It Was and Where It Came From - SciTechDaily"
9264,KL Rahul or Rishabh Pant? Virat Kohli reveals who will be the wicketkeeper in New Zealand... - The Cricket Times
9265,China Confirms Deadly Virus Can Transmit From One Human To Another - NDTV News
9266,AI to set up internal panel to address privatisation-related issues of employees: Source - Times of India
9267,17 TDP MLAs Supended from Andhra Assembly for Disrupting CM Jagan's Address on 3 Capitals - News18
9268,Virat Kohli stresses on intensity and clarity in New Zealand | ESPNcricinfo.com - ESPNcricinfo
9269,"""India Slowdown Will Push Down Global Growth"": IMF's Gita Gopinath To NDTV - NDTV News"
9270,"""Hardship For Students"": Police Appeal To Shaheen Bagh Protesters Again - NDTV News"
9271,"Xiaomi's upcoming Mi 10 Pro 5G may have a 108MP camera, 65W fast charging - Android Central"
9272,"Samsung Galaxy S10+ is $699, HP Chromebook 15 drops to $360, more in today’s best deals - 9to5Google"
9273,Are you suffering from iron deficiency? Look for these 5 signs and symptoms - Times of India
9274,Huge PS5 leak could be true following PlayStation update - MSPoweruser
9275,"JP Nadda takes over the reins of BJP; Delhi, Bihar polls cut out as first task - Hindustan Times"
9276,"With focus on Indian Ocean, IAF stations Su-30 squadron in Tamil Nadu - Hindustan Times"
9277,Spit and pay: Kerala municipal body to go after offenders - Hindustan Times
9278,"Andhra Assembly Passes Bill For Three Capitals, But Hurdles Lie Ahead - NDTV News"
9279,"IMF To Track India Protests, Assessment In April: Gita Gopinath To NDTV - NDTV News"
9280,"Ignore 'medium' hostility, meet people directly, PM tells party - Times of India"
9281,Galaxy S10 Plus sale takes up to $400 off - Android Authority
9282,Boris Johnson loses vote over post-Brexit citizens rights - The Hindu
9283,Delhi polls: BJP releases second list of candidates; pits Sunil Yadav against Arvind Kejriwal - Times of India
9284,Spacewalking astronauts wrap up ISS battery improvements after brief jet pack incident - The Japan Times
9285,ESA researchers built a plant that can extract oxygen from the moon - TechSpot
9286,NRI bizman linked to Robert Vadra arrested - Times of India
9287,"Samsung Galaxy Z Flip’s main camera reportedly 12MP, not 108MP - GSMArena.com news - GSMArena.com"
9288,Riqui Puig posts crazy stat during Barcelona’s 1-0 win over Granada - Barca Blaugranes
9289,"Pandits will return to Kashmir Valley with dignity, says Ram Madhav - Hindustan Times"
9290,Uber Sells Food Delivery Business in India - The New York Times
9291,Indian law to protect foreign investors to exclude tax demands: Documents - Economic Times
9292,Bigg Boss 13: Sidharth tells Rashami not to come in between his fight; the former doesn’t want her to get - Times of India
9293,What's the biggest ODI match total to not include a century? | ESPNcricinfo.com - ESPNcricinfo
9294,Alleged OnePlus 8 Pro 120Hz setting screen leaks with punch-hole selfie camera - GSMArena.com news - GSMArena.com
9295,What changed for the market while you were sleeping? Top 10 things to know - Moneycontrol.com
9296,"Sachin Tendulkar, Viswanathan Anand dropped from government panel on sports - Times of India"
9297,Uber sells food delivery business in India to Zomato - TechCrunch
9298,What Will It Take To Save Vodafone Idea... - BloombergQuint
9299,Who is Sunil Yadav: The BJP's candidate against Arvind Kejriwal in Delhi elections - Times of India
9300,'You Are Not Alone': Deepika's Heartfelt Speech at Davos Addresses the Battle with Mental Health - News18
9301,We must play expressive cricket: Virat Kohli - Times of India
9302,"""Prepare For Attack On IMF, Gita Gopinath"": P Chidambaram's Forecast - NDTV News"
9303,Samsung Galaxy Note 10 Lite to launch in India today: All you need to know - Firstpost
9304,Tanhaji The Unsung Warrior box office collection: Day 11 - India Today
9305,"Trolled for Being Excluded from First List, BJP's Twitter Star Tajinder Pal Singh Bagga Fielded from Hari... - News18"
9306,"Raghu Ram shares new pics of son Rhythm as a proud parent, thanks ex-wife Sugandha Garg for clicking... - Hindustan Times"
9307,Uber sells its India food business for 9.99% stake in local rival Zomato - CNN
9308,"Sensex pares losses, Vodafone Idea surges 15% - Livemint"
9309,"Arjun Kapoor is the Spitting Image of His Mother When He Smiles, See Proof Here - News18"
9310,OnePlus 8 Pro Alleged Hands-on Photo Shows 120Hz Refresh Rate Option in Settings - Gadgets 360
9311,Experts track economy-related sectors ahead of Budget; 15 stocks to focus on - Moneycontrol.com
9312,CM Jagan Assures Amaravati Farmers as Andhra Assembly Passes Bill Paving Way for 3 Capitals - News18
9313,The European Space Agency is going to make oxygen out of moondust - BGR
9314,Health Headlines - 1-20-19 - FOX 47 News
9315,'India Needs Investment': IMF's Gita Gopinath On Snub To Jeff Bezos - NDTV News
9316,"How Soft-Spoken J.P. Nadda Found His Way to BJP's Top Post, Despite His Tainted Record - The Wire"
9317,Meet the cheapest PC in the world: Android goodness for less than $15 - TechRadar
9318,WHO to convene emergency panel on coronavirus - The Hindu
9319,Decoding BJP’s candidate list for Delhi polls; CM face missing - Hindustan Times
9320,Bigg Boss 13: Himanshi Khurana Responds To Shehnaz Gill's Father's 'Suicide' Comment - NDTV News
9321,"Samsung Galaxy Z Flip Foldable Phone Tipped to Feature 12-Megapixel Main Camera, Not 108-Megapixel - Gadgets 360"
9322,Realme 5s review: Meets the expectations - Gadgets Now
9323,Future uncertain for Maria Sharapova after early Australian Open exit - Hindustan Times
9324,One year of Priyanka Gandhi: What has changed in Congress - Hindustan Times
9325,Rajinikanth refuses to apologise for his comment on Periyar's 1971 rally in Salem - Times of India
9326,Deepika Padukone picks a sculpted purple Alex Perry gown for 2020’s World Economic Forum - VOGUE India
9327,Deepika Padukone speaks on 'love-hate relationship with mental illness' at Davos - Livemint
9328,"PM Modi, Nepal’s Oli inaugurate border check-post, call for better ties - Hindustan Times"
9329,NASA’s HiRISE camera records how ice shift on this Mars crater - The Indian Express
9330,Potential Link Between Marijuana and Heart Risks Discovered by Cardiologists - SciTechDaily
9331,"RRR: Ajay Devgn Begins Shooting For SS Rajamouli's Film, Co-Starring Alia Bhatt, Ram Charan And Jr NTR - NDTV News"
9332,Qualcomm's new mobile chipsets pack more features for the non-5G crowd - Engadget
9333,Iran Confirms 2 missiles Were Fired at Ukraine Passenger Jet That Was Shot Down - News18
9334,Half of Late 20th-Century Arctic Warming Caused by Ozone-Depleting Substances – “It’s a Good-News Story” - SciTechDaily
9335,"Letter from Wall Street: Dear PM Modi, your politics can wait, but the economy cannot - Economic Times"
9336,"Hyundai Aura launched, starts at Rs 5.8 lakh - Times of India"
9337,Meghan's New Title Under Review As It Made It Sound Like She's Divorced - NDTV News
9338,"83: Ranveer Singh shares first poster of Adhinath Kothare as Dilip Vengsarkar, the ‘finest exponent... - Hindustan Times"
9339,Virat Kohli vs Steve Smith: Who is the better batsman? - Times of India
9340,'Tanhaji: The Unsung Warrior' box office collection day 11: Ajay Devgn and Kajol's film stays strong as i - Times of India
9341,Iran confirms two missiles fired at Ukraine airliner - Times of India
9342,"Jhund Teaser: Amitabh Bachchan Is All Set To Lead The Crowd, Sorry, 'Team' - NDTV News"
9343,"Samsung Galaxy Note 10 Lite With S Pen Support, 4,500mAh Battery Launched in India: Price, Specifications - Gadgets 360"
9344,"LIVE Score, India vs Japan, U19 World Cup 2020: Speed..r Kartik Tyagi provides India two early breakthroughs - Firstpost"
9345,Alia Bhatt clarifies rumours of injury on Gangubai Kathiawadi sets: ‘This is an old injury that has... - Hindustan Times
9346,"Qualcomm introduces Snapdragon 720G, 662 and 460 - GSMArena.com news - GSMArena.com"
9347,"Despite protests, CAA will not be withdrawn: Amit Shah - Times of India"
9348,"Ishant Sharma suffers Grade 3 tear on right ankle, out for six weeks - Hindustan Times"
9349,It's Ampere time: NVIDIA's GeForce RTX 3080 and RTX 3070 detailed in new leak - Windows Central
9350,Soni Razdan seeks probe on Afzal Guru’s hanging: ‘This is why the death penalty is not to be used l... - Hindustan Times
9351,"Army jawan, SPO killed during encounter in J&K's Pulwama - Times of India"
9352,Arvind Kejriwal Waits His Turn At Election Office As Poll Deadline Nears - NDTV News
9353,China Says Number Of Those Infected By SARS-Like Virus Jumps To 291 - NDTV News
9354,"SpaceX’s first ever Block 5 booster gives one last hurrah, in photos - Teslarati"
9355,Fee hike: JNUSU moves Delhi high court challenging IHA decision amending hostel manual - Times of India
9356,"Xiaomi to Launch Snapdragon 720G Phone in India With NavIC Support, 5G Phones Coming as Well - Gadgets 360"
9357,"Vodafone Idea, Airtel gain up to 22% as SC accepts fresh pleas on AGR dues - Economic Times"
9358,"CAA won’t go, asserts Amit Shah - The Hindu"
9359,NASA Captures An Icy Mars Crater Over Six Martian Years. The Results Are Ethereal! - Mashable India
9360,Alia Bhatt Clarifies That She Was Not Hurt On The Sets Of Gangubai Kathiawadi - NDTV News
9361,U-19 World Cup: India beat Japan by 10 wickets - Times of India
9362,"BJP won’t have alliance with Akali Dal, Dushyant Chautala’s JJP in Delhi - Hindustan Times"
9363,Disclosure of information in NPR voluntary: MoS Home Reddy - Times of India
9364,Samsung Galaxy A51 is coming to the US - GSMArena.com news - GSMArena.com
9365,Rangoli Chandel on how ‘chotu’ Kangana Ranaut helped her after acid attack: ‘I can never pay back what... - Hindustan Times
9366,AMD delivers the details on the Radeon RX 5600 XT - CNET
9367,Plea in Madras HC Seeks Legal Action Against Rajinikanth over His Remarks Against Periyar - News18
9368,SpaceX gears up for next Starlink satellite megaconstellation launch with rocket test - Space.com
9369,"Bhim Army Chief Chandrashekhar Azad, Barred From Delhi For 4 Weeks, Allowed To Enter City - NDTV News"
9370,BJP's Haryana Ally Dushyant Chautala Says Won't Contest Delhi Polls - NDTV News
9371,Donald Trump rejects climate 'prophets of doom' as Thunberg warns Davos - Times of India
9372,Our best weapons against cancer are not magic bullets - Nature.com
9373,Half of Arctic warming a result of ozone-depleting substances - India Today
9374,Early magnetic field around Earth was even stronger than previously believed - Tech Explorist
9375,"Qualcomm unveils 4G-only Snapdragon 720G, 662, and 460 chipsets - 9to5Google"
9376,Rafael Nadal: I don't know why I have only one Australian Open title - Tennis World USA
9377,Delhi Elections 2020: Arvind Kejriwal files nomination from New Delhi seat - Times of India
9378,"Thermal screening of flyers from China, Hong Kong at 7 airports - Times of India"
9379,Greta Thunberg slams Davos elites on climate as Trump takes stage - The Hindu
9380,"New Zealand vs India: Virat Kohli Touches Down In Auckland, Shares Picture With Teammates - NDTV Sports"
9381,U19 World Cup: India captain Priyam Garg invites Japan team for group photo after 10-wicket win - India Today
9382,Taking stock | Market extends losses as IMF's forecast weigh on sentiment - Moneycontrol.com
9383,Ceding Ground in Delhi for Smooth Landing in Bihar: Explaining BJP's Generosity Towards Nitish & Pasw... - News18
9384,Trinamool To Bring Anti-CAA Resolution In Bengal Assembly On January 27 - NDTV News
9385,TDP blocks bill to establish 3 capitals in AP Legislative Council - Times of India
9386,‘Call off your agitation:’ Delhi L-G appeals to Shaheen Bagh protesters - Hindustan Times
9387,"Realme 6i aka RMX2040 Reportedly Certified by NBTC in Thailand, Launch Appears Imminent - Gadgets 360"
9388,"Latest Galaxy S20 leak reveals potential pricing, March 13th release date - 9to5Google"
9389,Jennifer Winget: Web offers an actor ample room to experiment with versatile roles - India Today
9390,Government approves up to 100% FDI limit in Bharti Airtel - Livemint
9391,Combined prenatal smoking and drinking greatly increases SIDS risk - National Institutes of Health
9392,"US President Donald Trump Calls Impeachment Trial ""Disgraceful, Hoax"" - NDTV News"
9393,Govt approves raising FDI in Bharti Airtel to 100% from 49% allowed earlier - Business Standard
9394,"Bigg Boss 13's Madhurima Tuli says that no matter how much they fight, Sidharth Shukla and Asim will make - Times of India"
9395,The Snapdragon 460 could be a game-changer for budget phones - Android Authority
9396,"The big news: Amit Shah stands his ground, says CAA won’t be repealed, and nine other top stories - Scroll.in"
9397,"Mazagon Dock, L&T in fray for ₹45,000 crore submarine order, Adani out - Livemint"
9398,"Ozone-Depleting Substances Caused Half of Late 20th-Century Arctic Warming, Says Study - Lab Manager Magazine"
9399,"Equity: Uber sells its Eats business in India, Qonto raises, and Tesla says no - TechCrunch"
9400,"BJP tweets ‘art vs artist’ memes to mock Arvind Kejriwal, Twitter users hit back - Scroll.in"
9401,Do you know why some people faint after seeing blood? - Times of India
9402,Accidental Discovery of New T-Cell Hailed as Major Breakthrough for 'Universal' Cancer Therapy - Good News Network
9403,Bigg Boss 13: Actor Kartik Aaryan fulfills Shehnaz’ wish; shares the portrait drawn by the latter - Times of India
9404,"India vs New Zealand: Prithvi Shaw earns ODI call-up, Sanju Samson replaces Shikhar Dhawan in T20Is - India Today"
9405,"US markets slip amid China virus outbreak, growth fears - Livemint"
9406,"Sonia Gandhi Dissolves Punjab Congress Committee, Sunil Jakhar Stays Chief - NDTV News"
9407,"Wall Street rally pauses amid China virus outbreak, growth fears - Moneycontrol.com"
9408,Supreme Court to hear pleas challenging CAA on Wednesday - Times of India
9409,"Davos Sees Veiled Exchange Between Greta Thunberg, Trump. But No Face-Off - NDTV News"
9410,Trade Setup for Wednesday: Top 15 things to know before Opening Bell - Moneycontrol.com
9411,China virus outbreak: Seven Indian airports told to screen passengers - Scroll.in
9412,"Prithvi Shaw Named In India Squad For New Zealand ODIs, Sanju Samson Replaces Injured Shikhar Dhawan In T20Is - NDTVSports.com"
9413,Supreme Court to hear 144 pleas on Citizenship Amendment Act on January 22 - The Hindu
9414,"Arvind Kejriwal's nomination: No deliberate delay, says Delhi poll panel - Times of India"
9415,"Ahead of US senate trial, Democrats call it ‘rigged’; Trump says it’s ‘disgraceful’ - Hindustan Times"
9416,"LIC reports NPAs worth Rs 30,000 crore in H1FY20; in same boat as YES Bank, Axis Bank and ICICI Bank: Report - Moneycontrol"
9417,"Deepika Padukone In Davos, Trumps The Breathtaking View Looking Like This - NDTV News"
9418,How India can fix its problem of not collecting enough taxes - Economic Times
9419,Time for Cannabis Screening in CVD Patients? - Medscape
9420,Uber Eats’ India exit sums up the struggles of every food tech company - Livemint
9421,"No Deliberate Delay on Part of Election Machinery During Kejriwal's Nomination, Says Election Body - News18"
9422,Bigg Boss 13: Asim gets slammed by Bigg Boss for disobeying orders; Sidharth Shukla screams ‘I am not mad - Times of India
9423,Impeachment trial begins in US Senate with swift Trump acquittal on cards - Times of India
9424,Government approves up to 100 per cent FDI in Bharti Airtel - Economic Times
9425,"Donald Trump Repeats Offer To ""Help"" On Kashmir Ahead Of Talks With Pakistan PM Imran Khan - NDTV News"
9426,Deepika Padukone Quotes Martin Luther King To Talk Mental Health At Davos - NDTV News
9427,"U.S. ready to 'help' India, Pakistan on Kashmir: Trump - The Hindu"
9428,"Bigg Boss 13 Written Update January 21, 2020: Sidharth Shukla Decides To Leave After Arguing With Asim Riaz - NDTV News"
9429,Food fight set to heat up as Zomato buys Uber Eats in India - Livemint
9430,Kejriwal burnt papers before Delhi polls: BJP’s Hari Nagar candidate Tajinder Bagga - Hindustan Times
9431,"The rumored Galaxy Z Flip matters for foldable phones: Screen durability, price and more - CNET"
9432,Alia Bhatt clarifies rumours of injury on Gangubai Kathiawadi sets: ‘This is an old injury that has... - Hindustan Times
9433,"In letter over alliance with BJP, JD(U) leader reminds Nitish of ‘RSS-mukt Bharat’ pledge - Hindustan Times"
9434,133 Pleas Challenging Citizenship Law To Be Heard By Supreme Court Today - NDTV News
9435,"Bigg Boss 13: Vishal Aditya Singh says ‘deeply in love’ with Madhurima Tuli, says could never come out... - Hindustan Times"
9436,Here's How Much You'll Save With an Apple-Refurbished iPhone XS - Lifehacker
9437,Scientists Discover Immune Cell That Kills Most Cancers - Futurism
9438,AMD Radeon RX 5600 XT review roundup: the new desktop GPU to beat under $300 - The Verge
9439,You may not get your hands on a Galaxy S20 until a month after its launch - Android Central
9440,"Prince Harry, Meghan's Lawyers Issue Warning Over Photos: Reports - NDTV News"
9441,"India’s growth slowdown is a drag on the world, says IMF chief economist Gita Gopinath - Hindustan Times"
9442,"Congress behind terrorism, separatism, BJP atoning for their sins: UP CM - Times of India"
9443,Valve makes all Half-Life games free in anticipation of Alyx - The Next Web
9444,Scientists have found a way to make oxygen out of Moon Dust - Teslarati
9445,Reuters: Apple abandoned full iCloud encryption after FBI complaint - BGR
9446,Hyundai Aura Vs Maruti Dzire Vs Honda Amaze – Specs and Features Comparison - GaadiWaadi.com
9447,Wuhan coronavirus: How to protect yourself while traveling - Business Insider
9448,"China Virus Spreads to US, First Case on American Soil Confirmed - News18"
9449,Saudi Crown Prince Hacked Jeff Bezos's Phone: Report - NDTV News
9450,Apple Asks TSMC to Up A13 Chip Production Due to High Demand for 11 and 11 Pro - MacRumors
9451,ICC U19 World Cup 2020: India almost into the quarter-finals after a thumping win over... - The Cricket Times
9452,"Stocks to Watch: Bharti Airtel, L&T, Axis Bank, Asian Paints, Zee Entertainment - Livemint"
9453,Malvinder and Shivinder Mohan Singh used public money to settle personal liabilities: EOW - Economic Times
9454,"Trump calls Pak PM ‘very good friend’, offers to ‘help’ India on Kashmir - Moneycontrol"
9455,NZ vs IND: BCCI announces India squad for ODIs and Shikhar Dhawan's replacement for... - The Cricket Times
9456,"Coronavirus in China: SARS-like virus could mutate, 'spread further'; death toll hits 9 - Times of India"
9457,"Saudi Crown Prince hacked Jeff Bezos's phone, analysis suggests - Times of India"
9458,Budget 2020-21: Three things to watch out for in the financial services sector - Livemint
9459,Latest Twitter for Android update crashing immediately on launch - 9to5Google
9460,‘Only tunnel of light’: Supreme Court to hear petition challenging abrogation of Article 370 - Hindustan Times
9461,"Sensex rebounds after two days of losses, HDFC AMC rises 2% - Livemint"
9462,"""Muslims Store Arms In Mosques"": Karnataka MLA MP Renukacharya's Remarks Disowned By BJP - NDTV News"
9463,"After Amit Shah’s firm message on CAA, a challenge from Prashant Kishor - Hindustan Times"
9464,"Chelsea news: Tammy Abraham injury, Moussa Dembele transfer update, Lampard told to sign striker - Football.London"
9465,Apple Said to Be Eyeing March Launch for Low-Cost iPhone - Gadgets 360
9466,Amazon Boss Jeff Bezos' Phone Said to Have Been Hacked by Saudi Crown Prince - Gadgets 360
9467,"Deepika Padukone talks about depression at WEF Davos, reveals ‘I fainted, luckily the house help came... - Hindustan Times"
9468,"Coronavirus outbreak: China death toll rises to 9, pandemic fears mount - India Today"
9469,Mohammed Zeeshan Ayyub opens up on the impact of Deepika Padukone’s presence at JNU during students' prot - Times of India
9470,Prithvi Shaw shines again as India A beat New Zealand A by 5 wickets - Times of India
9471,"Man who planted bag of explosives at Mangaluru airport surrenders, says he was ‘frustrated’ - The Hindu"
9472,"""No Sign Of Strength"": Prashant Kishor's Dig At Amit Shah On CAA Speech - NDTV News"
9473,"HDFC AMC clocks a steady Q3; valuations, though, still pricey - Livemint"
9474,"POCO F2 Lite purported live images leak out, show design different from Redmi K30 - 91mobiles"
9475,WhatsApp dark mode is finally here (for some users) - Android Authority
9476,View: A $21 billion telecom war comes down to $2 - Economic Times
9477,Gaganyaan will pave way for continuous human presence in space: K Sivan - Times of India
9478,Tanhaji The Unsung Warrior box office collection Day 12: Ajay Devgn film earns Rs 183.34 crore - India Today
9479,Saif Ali Khan's comment on India drags son Taimur in controversy again - Deccan Herald
9480,SC Hearing on CAA LIVE: No Stay on Citizenship Law & NPR as Court Gives Centre 4 Weeks to Reply; CJI Restrains HCs from Passing Order on CAA - News18
9481,"On Camera, Women At CAA Protest In UP's Etawah Chased, Thrashed By Cops - NDTV News"
9482,Samsung Galaxy S20 Series Price and Sale Date Leaked; Galaxy S20+ LTE Variant Spotted - Gadgets 360
9483,New T-cells Kill All Cancers Without Touching Healthy Cells - News18
9484,Deepika Padukone pairs her black pantsuit with diamonds on her second day in Switzerland - VOGUE India
9485,"Bloomberg: Apple will start making a smaller, cheaper iPhone in February - Engadget"
9486,"Saif Ali Khan on divorce with Amrita Singh, breaking it to his kids: ‘Worst thing in the world, will... - Hindustan Times"
9487,Prithvi Shaw Stars As India A Beat New Zealand A To Take Series Lead - NDTV Sports
9488,"US president offers to 'help' India, Pakistan on Kashmir dispute - Al Jazeera English"
9489,Bigg Boss 13: Brother Umar lashes out at Sidharth after his fight with Asim; says 'this guy got no class' - Times of India
9490,Man Suspected Of Placing Bomb At Mangaluru Airport Surrenders Before Cops - NDTV News
9491,"In Ram Vilas Paswan’s pitch to amend NPR form, a message to ally BJP - Hindustan Times"
9492,No Dramatic Rise in Kejriwal’s Assets After Becoming CM - The Wire
9493,"'Tanhaji: The Unsung Warrior' box office collection day 12: Ajay Devgn, Saif Ali Khan and Kajol's film in - Times of India"
9494,Mars 2020 rover naming contest: pick your favourite from the 9 finalists - The Hindu
9495,"How airlines, airports are dealing with deadly China coronavirus - Livemint"
9496,"Asaduddin Owaisi Questions Union Budget's ""Halwa Ceremony"" - NDTV News"
9497,"SC Hearing on CAA Highlights: No stay on CAA-NPR, Assam-Tripura matters segregated; top court bars HCs from hearing pleas on law - Firstpost"
9498,From doping ban to maiden ODI call-up: The ups and downs in Prithvi Shaw's last 12 months - India Today
9499,"Delhi Assembly Elections LIVE: Have Worked Like An Elder Son, Says Kejriwal as He Appeals for Votes - News18"
9500,"Navjot Sidhu, Sulking For Months, Among Congress Campaigners For Delhi - NDTV News"
9501,"Samsung Galaxy M11, M31 and A11 get certified by Wi-Fi Alliance - GSMArena.com news - GSMArena.com"
9502,New T-cell findings may lead to a universal cure for cancer - Firstpost
9503,"""Debate With A Bearded Man"": Asaduddin Owaisi Takes Up Amit Shah Dare - NDTV News"
9504,"For Once, It Was Arjun Kapoor Who Was Trolled. Parineeti Chopra Did The Honours - NDTV News"
9505,It's official: Mumbai to stay open 24x7 from January 27 - Times of India
9506,"Sony Walkman comes back: It runs on Android, supports fast charging and comes with Wi-Fi - India Today"
9507,Poor Gut Health May Affect Your Child's Behaviour: Study - NDTV Food
9508,WhatsApp finally gains a dedicated dark mode in latest app beta update - 9to5Google
9509,Mumbai to Remain Open 24x7 from January 27 as Cabinet Approves Policy - News18
9510,SC refuses to stay CAA without hearing govt - The Hindu
9511,WhatsApp finally gets dark mode on Android — here's how to enable it - The Next Web
9512,Mangaluru airport bomb scare: 36-year-old suspect surrenders to Bengaluru Police - Scroll.in
9513,"NASA Captures Icy Mars Crater Over a Period of 6 Years, Here's What it Looks Like - News18"
9514,Bharti Airtel hits record high after DoT approves up to 100% FDI in co - Moneycontrol.com
9515,"India vs New Zealand: After Australia drubbing, looking forward to India series - Tim Southee - Hindustan Times"
9516,Budget 2020: FM Nirmala Sitharaman may propose 5% tax on income up to Rs 7 lakh - Moneycontrol.com
9517,Trump demands Apple unlock iPhones: 'They have the keys to so many criminals and criminal minds' - CNBC
9518,"IND vs NZ: ‘What’s gone is gone,’ Tim Southee ‘looking forward’ to India series after Sydney Test s... - Hindustan Times"
9519,'What has gone is gone' - Tim Southee backs New Zealand to bounce back after Australia setback | ESPNcricinfo.com - ESPNcricinfo
9520,"Axis Bank Q3 net profit misses Street estimates, up 5% YoY at Rs 1,757 cr - Business Standard"
9521,"Telcos stare at Rs 92,000 cr payout to govt: What will it take to save the industry? - The News Minute"
9522,"Saif Ali Khan Opens up on Divorce with Amrita Singh and Its Impact on Sara, Ibrahim - News18"
9523,Australian Open: Sania Mirza pulls out of mixed doubles - Times of India
9524,"Solar Orbiter, a new mission to the sun by Europe and NASA, to launch next month - Space.com"
9525,"Rape-Accused Nithyananda May Have Obtained Belize Passport, Likely to Be Hiding in the Caribbean - News18"
9526,"Interpol notice issued for Nithyananda, self-styled godman on the run for rape - Hindustan Times"
9527,"""Please Think Of Schools, Hospitals"": Arvind Kejriwal's Appeal To Delhi - NDTV News"
9528,Curious Kids: why can't we put people on Mars? - The Conversation UK
9529,"After Poco decides its future, Poco F1 starts getting Android 10 update finally with MIUI 11 - India Today"
9530,"Mars rover 2020 naming contest: 9 names shortlisted, winning name to come out in March - India Today"
9531,India vs New Zealand: Virat Kohli shares photograph of ‘good meal’ with Team India mates from Auckl... - Hindustan Times
9532,India ignores Donald Trump's mediation offer over Kashmir - Livemint
9533,"L&T Q3 profit grows 15.2%, says on track to meet FY20 order inflow guidance - Moneycontrol.com"
9534,Centre moves SC seeking 7-day deadline for hanging death row convicts - Times of India
9535,WhatsApp’s dark mode arrives in latest Android beta - The Verge
9536,BJP's 40 Star Campaigners To Take On Arvind Kejriwal In Delhi - NDTV News
9537,Love Aaj Kal Song Shayad: Moonstruck Kartik Aaryan Wins Over Sara Ali Khan - NDTV News
9538,"Alarm over China virus, extreme Arctic warming and a volcano on alert - Nature.com"
9539,No novel coronavirus case found in India: Health Ministry - The Hindu
9540,"""Revenue We Get Is Through Men's Cricket"": Smriti Mandhana On Gender Pay Gap - NDTV Sports"
9541,Palm oil: research shows that new plantations produce double the emissions of mature ones - The Conversation UK
9542,"GAIL to invest over Rs 45,000 cr to create infra for gas-based economy - Economic Times"
9543,"L&T Q3 results: Capital goods giant misses Street estimates, PAT up 15% - Economic Times"
9544,Can Europe take back control of the Iran nuclear deal? - Aljazeera.com
9545,A meteorite hit Earth over 2 billion years ago creating our world's oldest crater - India Today
9546,FM Sitharaman not being invited for pre-Budget meets by PMO: Prithviraj Chavan - Moneycontrol
9547,Delhi Assembly Polls 2020: AAP seeks withdrawal of party ‘rebel’ Kapil Mishra’s candidature - Hindustan Times
9548,"Govt, Infosys working on steps to ease filing of GST returns - Livemint"
9549,"At Anti-CAA Rally, Mamata Banerjee's ""Citizenship"" Query To Amit Shah - NDTV News"
